"","hour","day","site","WDS","WUS","type","progr"
"716",11,198,"Lintrathen",16.951,13.9655,"dam",2017-07-17 11:00:00
"717",12,198,"Lintrathen",16.6655,13.41325,"dam",2017-07-17 12:00:00
"718",13,198,"Lintrathen",17.427,17.498,"dam",2017-07-17 13:00:00
"719",14,198,"Lintrathen",17.5225,18.9965,"dam",2017-07-17 14:00:00
"720",15,198,"Lintrathen",17.49875,20.28125,"dam",2017-07-17 15:00:00
"721",16,198,"Lintrathen",17.475,21.0915,"dam",2017-07-17 16:00:00
"722",17,198,"Lintrathen",17.379,21.28225,"dam",2017-07-17 17:00:00
"723",18,198,"Lintrathen",17.30775,20.68625,"dam",2017-07-17 18:00:00
"724",19,198,"Lintrathen",17.21275,19.9955,"dam",2017-07-17 19:00:00
"725",20,198,"Lintrathen",17.094,19.28175,"dam",2017-07-17 20:00:00
"726",21,198,"Lintrathen",17.094,18.37825,"dam",2017-07-17 21:00:00
"727",22,198,"Lintrathen",17.094,17.2365,"dam",2017-07-17 22:00:00
"728",23,198,"Lintrathen",17.0465,16.21275,"dam",2017-07-17 23:00:00
"729",24,198,"Lintrathen",17.26025,15.64025,"dam",2017-07-18 00:00:00
"730",1,199,"Lintrathen",16.68925,14.61275,"dam",2017-07-18 01:00:00
"731",2,199,"Lintrathen",16.64175,13.918,"dam",2017-07-18 02:00:00
"732",3,199,"Lintrathen",16.68925,13.26875,"dam",2017-07-18 03:00:00
"733",4,199,"Lintrathen",16.6655,12.642,"dam",2017-07-18 04:00:00
"734",5,199,"Lintrathen",16.618,12.13425,"dam",2017-07-18 05:00:00
"735",6,199,"Lintrathen",16.618,11.7705,"dam",2017-07-18 06:00:00
"736",7,199,"Lintrathen",16.618,11.528,"dam",2017-07-18 07:00:00
"737",12,199,"Lintrathen",16.95125,15.3775,"dam",2017-07-18 12:00:00
"738",13,181,"Rescobie",16.11725,13.07625,"natural",2017-06-30 12:00:00
"739",14,181,"Rescobie",16.23675,13.317,"natural",2017-06-30 13:00:00
"740",15,181,"Rescobie",16.499,13.365,"natural",2017-06-30 14:00:00
"741",16,181,"Rescobie",16.40325,13.173,"natural",2017-06-30 15:00:00
"742",17,181,"Rescobie",16.2845,13.173,"natural",2017-06-30 16:00:00
"743",18,181,"Rescobie",16.237,13.269,"natural",2017-06-30 17:00:00
"744",19,181,"Rescobie",16.189,13.1245,"natural",2017-06-30 18:00:00
"745",20,181,"Rescobie",16.06975,13.076,"natural",2017-06-30 19:00:00
"746",21,181,"Rescobie",15.97475,13.004,"natural",2017-06-30 20:00:00
"747",22,181,"Rescobie",15.855,12.90725,"natural",2017-06-30 21:00:00
"748",23,181,"Rescobie",15.78375,12.883,"natural",2017-06-30 22:00:00
"749",24,181,"Rescobie",16.427,12.98,"natural",2017-06-30 23:00:00
"750",1,182,"Rescobie",15.664,12.787,"natural",2017-07-01 00:00:00
"751",2,182,"Rescobie",15.569,12.76275,"natural",2017-07-01 01:00:00
"752",3,182,"Rescobie",15.569,12.7385,"natural",2017-07-01 02:00:00
"753",4,182,"Rescobie",15.545,12.69,"natural",2017-07-01 03:00:00
"754",5,182,"Rescobie",15.473,12.69,"natural",2017-07-01 04:00:00
"755",6,182,"Rescobie",15.473,12.7385,"natural",2017-07-01 05:00:00
"756",7,182,"Rescobie",15.569,12.835,"natural",2017-07-01 06:00:00
"757",8,182,"Rescobie",15.66425,13.05225,"natural",2017-07-01 07:00:00
"758",9,182,"Rescobie",15.85525,13.173,"natural",2017-07-01 08:00:00
"759",10,182,"Rescobie",16.09375,13.4375,"natural",2017-07-01 09:00:00
"760",11,182,"Rescobie",16.689,13.99,"natural",2017-07-01 10:00:00
"761",12,182,"Rescobie",15.712,12.859,"natural",2017-07-01 11:00:00
"762",13,182,"Rescobie",17.9265,14.541,"natural",2017-07-01 12:00:00
"763",14,182,"Rescobie",18.59225,14.68475,"natural",2017-07-01 13:00:00
"764",15,182,"Rescobie",18.87725,14.9,"natural",2017-07-01 14:00:00
"765",16,182,"Rescobie",18.8775,14.828,"natural",2017-07-01 15:00:00
"766",17,182,"Rescobie",19.25825,15.01975,"natural",2017-07-01 16:00:00
"767",18,182,"Rescobie",19.09175,14.972,"natural",2017-07-01 17:00:00
"768",19,182,"Rescobie",18.8535,14.80425,"natural",2017-07-01 18:00:00
"769",20,182,"Rescobie",18.59225,14.637,"natural",2017-07-01 19:00:00
"770",21,182,"Rescobie",17.59325,14.517,"natural",2017-07-01 20:00:00
"771",22,182,"Rescobie",16.951,14.3015,"natural",2017-07-01 21:00:00
"772",23,182,"Rescobie",16.3795,14.062,"natural",2017-07-01 22:00:00
"773",24,182,"Rescobie",17.33175,14.038,"natural",2017-07-01 23:00:00
"774",1,183,"Rescobie",16.16525,13.798,"natural",2017-07-02 00:00:00
"775",2,183,"Rescobie",15.8315,13.606,"natural",2017-07-02 01:00:00
"776",3,183,"Rescobie",15.8075,13.48525,"natural",2017-07-02 02:00:00
"777",4,183,"Rescobie",15.68825,13.413,"natural",2017-07-02 03:00:00
"778",5,183,"Rescobie",15.4015,13.269,"natural",2017-07-02 04:00:00
"779",6,183,"Rescobie",15.2105,13.197,"natural",2017-07-02 05:00:00
"780",7,183,"Rescobie",15.091,13.221,"natural",2017-07-02 06:00:00
"781",8,183,"Rescobie",15.30625,13.317,"natural",2017-07-02 07:00:00
"782",9,183,"Rescobie",15.75975,13.63,"natural",2017-07-02 08:00:00
"783",10,183,"Rescobie",16.21275,13.75,"natural",2017-07-02 09:00:00
"784",11,183,"Rescobie",16.64175,14.01375,"natural",2017-07-02 10:00:00
"785",12,183,"Rescobie",16.23675,13.918,"natural",2017-07-02 11:00:00
"786",13,183,"Rescobie",17.427,14.445,"natural",2017-07-02 12:00:00
"787",14,183,"Rescobie",17.665,14.70875,"natural",2017-07-02 13:00:00
"788",15,183,"Rescobie",18.2595,15.25825,"natural",2017-07-02 14:00:00
"789",16,183,"Rescobie",18.4735,15.163,"natural",2017-07-02 15:00:00
"790",17,183,"Rescobie",18.5685,15.0435,"natural",2017-07-02 16:00:00
"791",18,183,"Rescobie",18.44975,14.948,"natural",2017-07-02 17:00:00
"792",19,183,"Rescobie",18.2835,14.9,"natural",2017-07-02 18:00:00
"793",20,183,"Rescobie",18.16425,14.7565,"natural",2017-07-02 19:00:00
"794",21,183,"Rescobie",17.76,14.517,"natural",2017-07-02 20:00:00
"795",22,183,"Rescobie",17.3795,14.373,"natural",2017-07-02 21:00:00
"796",23,183,"Rescobie",17.04625,14.182,"natural",2017-07-02 22:00:00
"797",24,183,"Rescobie",17.0225,14.517,"natural",2017-07-02 23:00:00
"798",1,184,"Rescobie",16.52275,13.822,"natural",2017-07-03 00:00:00
"799",2,184,"Rescobie",16.30825,13.702,"natural",2017-07-03 01:00:00
"800",3,184,"Rescobie",16.0935,13.558,"natural",2017-07-03 02:00:00
"801",4,184,"Rescobie",15.903,13.5095,"natural",2017-07-03 03:00:00
"802",5,184,"Rescobie",15.712,13.365,"natural",2017-07-03 04:00:00
"803",6,184,"Rescobie",15.4495,13.269,"natural",2017-07-03 05:00:00
"804",7,184,"Rescobie",15.378,13.269,"natural",2017-07-03 06:00:00
"805",8,184,"Rescobie",15.378,13.341,"natural",2017-07-03 07:00:00
"806",9,184,"Rescobie",15.68825,13.67775,"natural",2017-07-03 08:00:00
"807",10,184,"Rescobie",16.308,13.798,"natural",2017-07-03 09:00:00
"808",11,184,"Rescobie",17.09375,14.014,"natural",2017-07-03 10:00:00
"809",12,184,"Rescobie",16.73675,13.99,"natural",2017-07-03 11:00:00
"810",13,184,"Rescobie",18.04525,14.7325,"natural",2017-07-03 12:00:00
"811",14,184,"Rescobie",18.2835,14.685,"natural",2017-07-03 13:00:00
"812",15,184,"Rescobie",18.44975,15.13875,"natural",2017-07-03 14:00:00
"813",16,184,"Rescobie",18.521,15.23425,"natural",2017-07-03 15:00:00
"814",17,184,"Rescobie",18.49725,15.163,"natural",2017-07-03 16:00:00
"815",18,184,"Rescobie",18.426,15.25825,"natural",2017-07-03 17:00:00
"816",19,184,"Rescobie",18.2835,15.2345,"natural",2017-07-03 18:00:00
"817",20,184,"Rescobie",18.06875,15.163,"natural",2017-07-03 19:00:00
"818",21,184,"Rescobie",17.8075,14.97175,"natural",2017-07-03 20:00:00
"819",22,184,"Rescobie",17.47475,14.7565,"natural",2017-07-03 21:00:00
"820",23,184,"Rescobie",17.2365,14.589,"natural",2017-07-03 22:00:00
"821",24,184,"Rescobie",17.52225,14.32525,"natural",2017-07-03 23:00:00
"822",1,185,"Rescobie",16.87925,14.2775,"natural",2017-07-04 00:00:00
"823",2,185,"Rescobie",16.7605,14.134,"natural",2017-07-04 01:00:00
"824",3,185,"Rescobie",16.618,13.99,"natural",2017-07-04 02:00:00
"825",4,185,"Rescobie",16.475,13.87,"natural",2017-07-04 03:00:00
"826",5,185,"Rescobie",16.3795,13.774,"natural",2017-07-04 04:00:00
"827",6,185,"Rescobie",16.332,13.75,"natural",2017-07-04 05:00:00
"828",7,185,"Rescobie",16.332,13.75,"natural",2017-07-04 06:00:00
"829",8,185,"Rescobie",16.3795,13.75,"natural",2017-07-04 07:00:00
"830",9,185,"Rescobie",16.451,13.774,"natural",2017-07-04 08:00:00
"831",10,185,"Rescobie",16.5705,13.846,"natural",2017-07-04 09:00:00
"832",11,185,"Rescobie",16.713,13.942,"natural",2017-07-04 10:00:00
"833",12,185,"Rescobie",17.02275,14.373,"natural",2017-07-04 11:00:00
"834",13,185,"Rescobie",16.99875,14.086,"natural",2017-07-04 12:00:00
"835",14,185,"Rescobie",17.16525,14.086,"natural",2017-07-04 13:00:00
"836",15,185,"Rescobie",17.189,13.99,"natural",2017-07-04 14:00:00
"837",16,185,"Rescobie",17.21275,14.11,"natural",2017-07-04 15:00:00
"838",17,185,"Rescobie",17.284,14.086,"natural",2017-07-04 16:00:00
"839",18,185,"Rescobie",17.16525,13.99,"natural",2017-07-04 17:00:00
"840",19,185,"Rescobie",17.07025,13.942,"natural",2017-07-04 18:00:00
"841",20,185,"Rescobie",16.951,13.894,"natural",2017-07-04 19:00:00
"842",21,185,"Rescobie",16.83175,13.846,"natural",2017-07-04 20:00:00
"843",22,185,"Rescobie",16.713,13.75,"natural",2017-07-04 21:00:00
"844",23,185,"Rescobie",16.5705,13.654,"natural",2017-07-04 22:00:00
"845",24,185,"Rescobie",16.87925,13.942,"natural",2017-07-04 23:00:00
"846",1,186,"Rescobie",16.35575,13.461,"natural",2017-07-05 00:00:00
"847",2,186,"Rescobie",16.26075,13.365,"natural",2017-07-05 01:00:00
"848",3,186,"Rescobie",16.189,13.293,"natural",2017-07-05 02:00:00
"849",4,186,"Rescobie",16.0935,13.197,"natural",2017-07-05 03:00:00
"850",5,186,"Rescobie",16.046,13.076,"natural",2017-07-05 04:00:00
"851",6,186,"Rescobie",16.046,13.076,"natural",2017-07-05 05:00:00
"852",7,186,"Rescobie",16.046,13.1245,"natural",2017-07-05 06:00:00
"853",8,186,"Rescobie",16.165,13.221,"natural",2017-07-05 07:00:00
"854",9,186,"Rescobie",16.37975,13.365,"natural",2017-07-05 08:00:00
"855",10,186,"Rescobie",16.713,13.63,"natural",2017-07-05 09:00:00
"856",11,186,"Rescobie",17.189,14.038,"natural",2017-07-05 10:00:00
"857",12,186,"Rescobie",16.475,13.558,"natural",2017-07-05 11:00:00
"858",13,186,"Rescobie",18.25925,14.6845,"natural",2017-07-05 12:00:00
"859",14,186,"Rescobie",18.90125,14.99575,"natural",2017-07-05 13:00:00
"860",15,186,"Rescobie",19.61475,15.01975,"natural",2017-07-05 14:00:00
"861",16,186,"Rescobie",19.734,14.996,"natural",2017-07-05 15:00:00
"862",17,186,"Rescobie",19.734,14.876,"natural",2017-07-05 16:00:00
"863",18,186,"Rescobie",19.40075,14.78025,"natural",2017-07-05 17:00:00
"864",19,186,"Rescobie",18.9725,14.637,"natural",2017-07-05 18:00:00
"865",20,186,"Rescobie",18.5685,14.565,"natural",2017-07-05 19:00:00
"866",21,186,"Rescobie",18.21175,14.421,"natural",2017-07-05 20:00:00
"867",22,186,"Rescobie",17.95,14.30125,"natural",2017-07-05 21:00:00
"868",23,186,"Rescobie",17.78375,14.23,"natural",2017-07-05 22:00:00
"869",24,186,"Rescobie",17.78375,14.30125,"natural",2017-07-05 23:00:00
"870",1,187,"Rescobie",17.5225,14.134,"natural",2017-07-06 00:00:00
"871",2,187,"Rescobie",17.427,14.134,"natural",2017-07-06 01:00:00
"872",3,187,"Rescobie",17.3315,14.134,"natural",2017-07-06 02:00:00
"873",4,187,"Rescobie",17.21275,14.062,"natural",2017-07-06 03:00:00
"874",5,187,"Rescobie",17.11775,14.038,"natural",2017-07-06 04:00:00
"875",6,187,"Rescobie",17.094,13.99,"natural",2017-07-06 05:00:00
"876",7,187,"Rescobie",17.094,14.038,"natural",2017-07-06 06:00:00
"877",8,187,"Rescobie",17.094,14.038,"natural",2017-07-06 07:00:00
"878",9,187,"Rescobie",17.1415,14.086,"natural",2017-07-06 08:00:00
"879",10,187,"Rescobie",17.284,14.22975,"natural",2017-07-06 09:00:00
"880",11,187,"Rescobie",17.54625,14.565,"natural",2017-07-06 10:00:00
"881",12,187,"Rescobie",17.64125,14.182,"natural",2017-07-06 11:00:00
"882",13,187,"Rescobie",18.16425,14.80425,"natural",2017-07-06 12:00:00
"883",14,187,"Rescobie",18.44975,15.18675,"natural",2017-07-06 13:00:00
"884",15,187,"Rescobie",18.73475,15.33,"natural",2017-07-06 14:00:00
"885",16,187,"Rescobie",19.068,15.4255,"natural",2017-07-06 15:00:00
"886",17,187,"Rescobie",19.2345,15.44925,"natural",2017-07-06 16:00:00
"887",18,187,"Rescobie",19.282,15.44925,"natural",2017-07-06 17:00:00
"888",19,187,"Rescobie",19.187,15.4255,"natural",2017-07-06 18:00:00
"889",20,187,"Rescobie",19.11575,15.306,"natural",2017-07-06 19:00:00
"890",21,187,"Rescobie",18.97225,15.21075,"natural",2017-07-06 20:00:00
"891",22,187,"Rescobie",18.78225,15.0435,"natural",2017-07-06 21:00:00
"892",23,187,"Rescobie",18.54475,14.852,"natural",2017-07-06 22:00:00
"893",24,187,"Rescobie",17.9025,14.685,"natural",2017-07-06 23:00:00
"894",1,188,"Rescobie",18.25975,14.613,"natural",2017-07-07 00:00:00
"895",2,188,"Rescobie",18.164,14.565,"natural",2017-07-07 01:00:00
"896",3,188,"Rescobie",18.06875,14.493,"natural",2017-07-07 02:00:00
"897",4,188,"Rescobie",17.9025,14.421,"natural",2017-07-07 03:00:00
"898",5,188,"Rescobie",17.78375,14.349,"natural",2017-07-07 04:00:00
"899",6,188,"Rescobie",17.76,14.325,"natural",2017-07-07 05:00:00
"900",7,188,"Rescobie",17.76,14.373,"natural",2017-07-07 06:00:00
"901",8,188,"Rescobie",17.73625,14.517,"natural",2017-07-07 07:00:00
"902",9,188,"Rescobie",17.92625,14.70875,"natural",2017-07-07 08:00:00
"903",10,188,"Rescobie",18.14025,14.9,"natural",2017-07-07 09:00:00
"904",11,188,"Rescobie",18.331,14.97175,"natural",2017-07-07 10:00:00
"905",12,188,"Rescobie",18.3785,14.709,"natural",2017-07-07 11:00:00
"906",13,188,"Rescobie",19.258,15.95025,"natural",2017-07-07 12:00:00
"907",14,188,"Rescobie",19.82925,15.68825,"natural",2017-07-07 13:00:00
"908",15,188,"Rescobie",19.9005,15.569,"natural",2017-07-07 14:00:00
"909",16,188,"Rescobie",19.8055,15.736,"natural",2017-07-07 15:00:00
"910",17,188,"Rescobie",19.66225,15.83125,"natural",2017-07-07 16:00:00
"911",18,188,"Rescobie",19.472,15.6165,"natural",2017-07-07 17:00:00
"912",19,188,"Rescobie",19.16325,15.33,"natural",2017-07-07 18:00:00
"913",20,188,"Rescobie",18.8535,15.09125,"natural",2017-07-07 19:00:00
"914",21,188,"Rescobie",18.5685,14.948,"natural",2017-07-07 20:00:00
"915",22,188,"Rescobie",18.40225,14.852,"natural",2017-07-07 21:00:00
"916",23,188,"Rescobie",18.188,14.70875,"natural",2017-07-07 22:00:00
"917",24,188,"Rescobie",18.73475,15.2585,"natural",2017-07-07 23:00:00
"918",1,189,"Rescobie",17.9025,14.517,"natural",2017-07-08 00:00:00
"919",2,189,"Rescobie",17.78375,14.445,"natural",2017-07-08 01:00:00
"920",3,189,"Rescobie",17.68875,14.349,"natural",2017-07-08 02:00:00
"921",4,189,"Rescobie",17.57,14.25375,"natural",2017-07-08 03:00:00
"922",5,189,"Rescobie",17.49875,14.158,"natural",2017-07-08 04:00:00
"923",6,189,"Rescobie",17.379,14.038,"natural",2017-07-08 05:00:00
"924",7,189,"Rescobie",17.35525,14.038,"natural",2017-07-08 06:00:00
"925",8,189,"Rescobie",17.284,14.11,"natural",2017-07-08 07:00:00
"926",9,189,"Rescobie",17.427,14.37325,"natural",2017-07-08 08:00:00
"927",10,189,"Rescobie",17.855,14.75625,"natural",2017-07-08 09:00:00
"928",11,189,"Rescobie",18.3545,15.0675,"natural",2017-07-08 10:00:00
"929",12,189,"Rescobie",18.02125,14.613,"natural",2017-07-08 11:00:00
"930",13,189,"Rescobie",19.80525,15.75975,"natural",2017-07-08 12:00:00
"931",14,189,"Rescobie",20.3765,15.83125,"natural",2017-07-08 13:00:00
"932",15,189,"Rescobie",20.92475,16.189,"natural",2017-07-08 14:00:00
"933",16,189,"Rescobie",21.13925,16.30825,"natural",2017-07-08 15:00:00
"934",17,189,"Rescobie",21.11525,16.189,"natural",2017-07-08 16:00:00
"935",18,189,"Rescobie",20.97225,16.26075,"natural",2017-07-08 17:00:00
"936",19,189,"Rescobie",20.75775,16.0935,"natural",2017-07-08 18:00:00
"937",20,189,"Rescobie",20.3525,15.87925,"natural",2017-07-08 19:00:00
"938",21,189,"Rescobie",19.8765,15.66425,"natural",2017-07-08 20:00:00
"939",22,189,"Rescobie",19.4245,15.44925,"natural",2017-07-08 21:00:00
"940",23,189,"Rescobie",19.09175,15.28225,"natural",2017-07-08 22:00:00
"941",24,189,"Rescobie",19.06775,15.37775,"natural",2017-07-08 23:00:00
"942",1,190,"Rescobie",18.49725,14.972,"natural",2017-07-09 00:00:00
"943",2,190,"Rescobie",18.212,14.852,"natural",2017-07-09 01:00:00
"944",3,190,"Rescobie",18.045,14.709,"natural",2017-07-09 02:00:00
"945",4,190,"Rescobie",17.855,14.589,"natural",2017-07-09 03:00:00
"946",5,190,"Rescobie",17.665,14.469,"natural",2017-07-09 04:00:00
"947",6,190,"Rescobie",17.49875,14.397,"natural",2017-07-09 05:00:00
"948",7,190,"Rescobie",17.475,14.325,"natural",2017-07-09 06:00:00
"949",8,190,"Rescobie",17.5225,14.373,"natural",2017-07-09 07:00:00
"950",9,190,"Rescobie",17.64125,14.517,"natural",2017-07-09 08:00:00
"951",10,190,"Rescobie",17.665,14.589,"natural",2017-07-09 09:00:00
"952",11,190,"Rescobie",17.7125,14.73275,"natural",2017-07-09 10:00:00
"953",12,190,"Rescobie",18.78225,15.139,"natural",2017-07-09 11:00:00
"954",13,190,"Rescobie",18.06875,14.73275,"natural",2017-07-09 12:00:00
"955",14,190,"Rescobie",18.14,14.685,"natural",2017-07-09 13:00:00
"956",15,190,"Rescobie",18.188,14.78025,"natural",2017-07-09 14:00:00
"957",16,190,"Rescobie",18.188,14.709,"natural",2017-07-09 15:00:00
"958",17,190,"Rescobie",18.06875,14.709,"natural",2017-07-09 16:00:00
"959",18,190,"Rescobie",18.045,14.709,"natural",2017-07-09 17:00:00
"960",19,190,"Rescobie",17.97375,14.637,"natural",2017-07-09 18:00:00
"961",20,190,"Rescobie",17.92625,14.589,"natural",2017-07-09 19:00:00
"962",21,190,"Rescobie",17.78375,14.493,"natural",2017-07-09 20:00:00
"963",22,190,"Rescobie",17.68875,14.349,"natural",2017-07-09 21:00:00
"964",23,190,"Rescobie",17.59375,14.23,"natural",2017-07-09 22:00:00
"965",24,190,"Rescobie",17.95,14.876,"natural",2017-07-09 23:00:00
"966",1,191,"Rescobie",17.451,14.086,"natural",2017-07-10 00:00:00
"967",2,191,"Rescobie",17.379,13.942,"natural",2017-07-10 01:00:00
"968",3,191,"Rescobie",17.3315,13.822,"natural",2017-07-10 02:00:00
"969",4,191,"Rescobie",17.284,13.702,"natural",2017-07-10 03:00:00
"970",5,191,"Rescobie",17.189,13.606,"natural",2017-07-10 04:00:00
"971",6,191,"Rescobie",17.1415,13.558,"natural",2017-07-10 05:00:00
"972",7,191,"Rescobie",17.21275,13.63,"natural",2017-07-10 06:00:00
"973",8,191,"Rescobie",17.284,13.726,"natural",2017-07-10 07:00:00
"974",9,191,"Rescobie",17.403,13.75,"natural",2017-07-10 08:00:00
"975",10,191,"Rescobie",17.49875,13.798,"natural",2017-07-10 09:00:00
"976",11,191,"Rescobie",17.665,14.038,"natural",2017-07-10 10:00:00
"977",12,191,"Rescobie",17.5225,14.182,"natural",2017-07-10 11:00:00
"978",13,191,"Rescobie",18.28325,14.469,"natural",2017-07-10 12:00:00
"979",14,191,"Rescobie",18.54475,14.613,"natural",2017-07-10 13:00:00
"980",15,191,"Rescobie",18.616,14.613,"natural",2017-07-10 14:00:00
"981",16,191,"Rescobie",18.54475,14.517,"natural",2017-07-10 15:00:00
"982",17,191,"Rescobie",18.49725,14.469,"natural",2017-07-10 16:00:00
"983",18,191,"Rescobie",18.35475,14.421,"natural",2017-07-10 17:00:00
"984",19,191,"Rescobie",18.236,14.373,"natural",2017-07-10 18:00:00
"985",20,191,"Rescobie",18.11625,14.2775,"natural",2017-07-10 19:00:00
"986",21,191,"Rescobie",17.97375,14.158,"natural",2017-07-10 20:00:00
"987",22,191,"Rescobie",17.8075,14.062,"natural",2017-07-10 21:00:00
"988",23,191,"Rescobie",17.6175,13.918,"natural",2017-07-10 22:00:00
"989",24,191,"Rescobie",17.92625,14.22975,"natural",2017-07-10 23:00:00
"990",1,192,"Rescobie",17.3315,13.678,"natural",2017-07-11 00:00:00
"991",2,192,"Rescobie",17.2365,13.582,"natural",2017-07-11 01:00:00
"992",3,192,"Rescobie",17.11775,13.46125,"natural",2017-07-11 02:00:00
"993",4,192,"Rescobie",17.02275,13.365,"natural",2017-07-11 03:00:00
"994",5,192,"Rescobie",16.951,13.269,"natural",2017-07-11 04:00:00
"995",6,192,"Rescobie",16.903,13.269,"natural",2017-07-11 05:00:00
"996",7,192,"Rescobie",16.999,13.269,"natural",2017-07-11 06:00:00
"997",8,192,"Rescobie",17.0465,13.365,"natural",2017-07-11 07:00:00
"998",9,192,"Rescobie",17.26025,13.58175,"natural",2017-07-11 08:00:00
"999",10,192,"Rescobie",17.6175,13.87,"natural",2017-07-11 09:00:00
"1000",11,192,"Rescobie",17.855,13.87,"natural",2017-07-11 10:00:00
"1001",12,192,"Rescobie",17.49875,13.798,"natural",2017-07-11 11:00:00
"1002",13,192,"Rescobie",18.616,13.918,"natural",2017-07-11 12:00:00
"1003",14,192,"Rescobie",19.353,14.2535,"natural",2017-07-11 13:00:00
"1004",15,192,"Rescobie",19.758,14.565,"natural",2017-07-11 14:00:00
"1005",16,192,"Rescobie",19.71,14.565,"natural",2017-07-11 15:00:00
"1006",17,192,"Rescobie",19.44825,14.373,"natural",2017-07-11 16:00:00
"1007",18,192,"Rescobie",19.2105,14.30125,"natural",2017-07-11 17:00:00
"1008",19,192,"Rescobie",18.82975,14.182,"natural",2017-07-11 18:00:00
"1009",20,192,"Rescobie",18.49725,14.086,"natural",2017-07-11 19:00:00
"1010",21,192,"Rescobie",18.23575,14.014,"natural",2017-07-11 20:00:00
"1011",22,192,"Rescobie",17.9975,13.918,"natural",2017-07-11 21:00:00
"1012",23,192,"Rescobie",17.8075,13.822,"natural",2017-07-11 22:00:00
"1013",24,192,"Rescobie",17.9975,13.966,"natural",2017-07-11 23:00:00
"1014",1,193,"Rescobie",17.57,13.654,"natural",2017-07-12 00:00:00
"1015",2,193,"Rescobie",17.49875,13.606,"natural",2017-07-12 01:00:00
"1016",3,193,"Rescobie",17.427,13.48525,"natural",2017-07-12 02:00:00
"1017",4,193,"Rescobie",17.379,13.437,"natural",2017-07-12 03:00:00
"1018",5,193,"Rescobie",17.30775,13.389,"natural",2017-07-12 04:00:00
"1019",6,193,"Rescobie",17.284,13.365,"natural",2017-07-12 05:00:00
"1020",7,193,"Rescobie",17.30775,13.389,"natural",2017-07-12 06:00:00
"1021",8,193,"Rescobie",17.403,13.5095,"natural",2017-07-12 07:00:00
"1022",9,193,"Rescobie",17.665,13.702,"natural",2017-07-12 08:00:00
"1023",10,193,"Rescobie",18.045,13.75,"natural",2017-07-12 09:00:00
"1024",11,193,"Rescobie",18.23575,13.99,"natural",2017-07-12 10:00:00
"1025",12,193,"Rescobie",17.665,13.75,"natural",2017-07-12 11:00:00
"1026",13,193,"Rescobie",18.7585,14.20575,"natural",2017-07-12 12:00:00
"1027",14,193,"Rescobie",18.8535,14.34925,"natural",2017-07-12 13:00:00
"1028",15,193,"Rescobie",19.02,14.58875,"natural",2017-07-12 14:00:00
"1029",16,193,"Rescobie",19.44825,15.0435,"natural",2017-07-12 15:00:00
"1030",17,193,"Rescobie",19.948,15.06725,"natural",2017-07-12 16:00:00
"1031",18,193,"Rescobie",20.0905,14.924,"natural",2017-07-12 17:00:00
"1032",19,193,"Rescobie",19.7815,14.637,"natural",2017-07-12 18:00:00
"1033",20,193,"Rescobie",19.30575,14.445,"natural",2017-07-12 19:00:00
"1034",21,193,"Rescobie",18.8535,14.325,"natural",2017-07-12 20:00:00
"1035",22,193,"Rescobie",18.59225,14.206,"natural",2017-07-12 21:00:00
"1036",23,193,"Rescobie",18.30725,14.014,"natural",2017-07-12 22:00:00
"1037",24,193,"Rescobie",18.54475,14.2535,"natural",2017-07-12 23:00:00
"1038",1,194,"Rescobie",17.73625,13.654,"natural",2017-07-13 00:00:00
"1039",2,194,"Rescobie",17.5225,13.43725,"natural",2017-07-13 01:00:00
"1040",3,194,"Rescobie",17.284,13.19675,"natural",2017-07-13 02:00:00
"1041",4,194,"Rescobie",17.094,13.028,"natural",2017-07-13 03:00:00
"1042",5,194,"Rescobie",16.999,12.95575,"natural",2017-07-13 04:00:00
"1043",6,194,"Rescobie",16.951,12.90725,"natural",2017-07-13 05:00:00
"1044",7,194,"Rescobie",16.999,13.004,"natural",2017-07-13 06:00:00
"1045",8,194,"Rescobie",17.1415,13.1245,"natural",2017-07-13 07:00:00
"1046",9,194,"Rescobie",17.427,13.389,"natural",2017-07-13 08:00:00
"1047",10,194,"Rescobie",17.7125,13.702,"natural",2017-07-13 09:00:00
"1048",11,194,"Rescobie",18.188,14.11,"natural",2017-07-13 10:00:00
"1049",12,194,"Rescobie",17.9975,13.822,"natural",2017-07-13 11:00:00
"1050",13,194,"Rescobie",19.13925,14.541,"natural",2017-07-13 12:00:00
"1051",14,194,"Rescobie",19.6385,14.97175,"natural",2017-07-13 13:00:00
"1052",15,194,"Rescobie",20.16225,15.0675,"natural",2017-07-13 14:00:00
"1053",16,194,"Rescobie",20.2815,15.09125,"natural",2017-07-13 15:00:00
"1054",17,194,"Rescobie",20.35275,15.25825,"natural",2017-07-13 16:00:00
"1055",18,194,"Rescobie",20.3765,15.2345,"natural",2017-07-13 17:00:00
"1056",19,194,"Rescobie",20.06675,15.11525,"natural",2017-07-13 18:00:00
"1057",20,194,"Rescobie",19.80525,14.996,"natural",2017-07-13 19:00:00
"1058",21,194,"Rescobie",19.4245,14.924,"natural",2017-07-13 20:00:00
"1059",22,194,"Rescobie",19.1395,14.78025,"natural",2017-07-13 21:00:00
"1060",23,194,"Rescobie",18.94875,14.661,"natural",2017-07-13 22:00:00
"1061",24,194,"Rescobie",18.6635,14.086,"natural",2017-07-13 23:00:00
"1062",1,195,"Rescobie",18.16425,14.32525,"natural",2017-07-14 00:00:00
